Date of Sale (dd/mm/yyyy),Address,Street Name,Price
06/04/2023,"28 COROFIN HOUSE, CLARE VILLAGE, MALAHIDE RD DUBLIN 13",malahide road,"€245,000.00"
06/04/2023,"296 CLOGHER RD, CRUMLIN, DUBLIN 12",clogher road,"€360,000.00"
06/04/2023,"296 KYLEMORE RD, BALLYFERMOT, DUBLIN 10",kylemore road,"€300,000.00"
06/04/2023,"3 HILLCREST COURT, GRIFFITH AVE, GLASNEVIN DUBLIN 9",griffith avenue,"€350,000.00"
06/04/2023,"3 PARKSIDE MEWS, PARKSIDE, MALAHIDE ROAD",malahide road,"€562,000.00"
06/04/2023,"32A  32B McCauley Avenue, 55A Lein Road, Artane",lein road,"€1,350,000.00"
06/04/2023,"4 CREMORE VILLAS, OLD FINGLAS RD, GLASNEVIN DUBLIN 11",finglas road,"€750,000.00"
06/04/2023,"4 GLEN LAWN DR, THE PARK, CABINTEELY",the park,"€685,000.00"
06/04/2023,"7 GLEN DALE, THE PARK, CABINTEELY",the park,"€645,000.00"
06/04/2023,"79A OLD CABRA RD, DUBLIN 7, DUBLIN",cabra road,"€825,000.00"
06/04/2023,"90 KILDARE RD, CRUMLIN, DUBLIN 12",kildare road,"€300,000.00"
12/04/2023,"16 EGLINTON SQ, EGLINTON RD, DONNYBROOK DUBLIN 4",eglinton square,"€815,000.00"
12/04/2023,"24 HIGHLAND AVE, THE PARK, CABINTEELY",the park,"€605,000.00"
12/04/2023,"72 OLD MALAHIDE RD, COOLOCK, DUBLIN 5",malahide road,"€200,000.00"
12/04/2023,"83 WALNUT RISE, COURTLANDS, GLASNEVIN",walnut rise,"€815,000.00"
12/04/2023,"86 ST JAMES WOOD, SOUTH CIRCULAR RD, KILMAINHAM",south circular road,"€345,000.00"
13/04/2023,"100 HAMPTON SQ, CABRA RD, DUBLIN 7",cabra road,"€365,000.00"
13/04/2023,"14 HUXLEY COURT 73 CORK ST, DUBLIN 8, DUBLIN",cork street,"€265,000.00"
13/04/2023,"21 WESTPARK ESTATE, TALLAGHT, DUBLIN 24",westpark,"€351,000.00"
13/04/2023,"456 GRIFFITH AVE, GLASNEVIN, DUBLIN 11",griffith avenue,"€696,700.00"
13/04/2023,"50 SEVEN OAKS, DRUMCONDRA, DUBLIN 9",seven oaks,"€587,000.00"
13/04/2023,"61 ARBOUR HILL, STONEYBATTER, DUBLIN 7",arbour hill,"€290,000.00"
13/04/2023,"78 BULFIN RD, INCHICORE, DUBLIN 8",bulfin road,"€430,000.00"
14/04/2023,"112 CARNDONAGH PARK, DONAGHMEDE, DUBLIN 13",carndonagh park,"€390,000.00"
14/04/2023,"12 LARAGH, CHURCH ST, BALBRIGGAN",church street,"€272,000.00"
14/04/2023,"20 THE WILLOWS, MONKSTOWN VALLEY, MONKSTOWN RD",the willows,"€325,000.00"
14/04/2023,"89 THOMAS MOORE RD, WALKINSTOWN, DUBLIN 12",thomas moore road,"€97,250.00"
14/04/2023,"APT 6, HOUSE 8, LINDEN SQ GROVE AVENUE",grove avenue,"€535,000.00"
14/04/2023,"FIRST FLOOR 95A NEW CABRA RD, DUBLIN 7, DUBLIN",cabra road,"€140,000.00"
14/04/2023,"THE PARKS, 5 KELLY'S BAY BEACH, SKERRIES",the park,"€579,000.00"
17/04/2023,"102 CALEDON RD, EAST WALL, DUBLIN 3",caledon road,"€380,000.00"
17/04/2023,"439 CARNLOUGH RD WEST, CABRA, DUBLIN",carnlough road,"€315,000.00"
17/04/2023,"APT 1 SYCAMORE, PARK VIEW, BALDOYLE RD DUBLIN 13",park view,"€383,000.00"
18/04/2023,"10 BRABAZON HOUSE, 117 CORK ST, DUBLIN 8",cork street,"€195,000.00"
18/04/2023,"49 CASTLELAND PARK VIEW, BALBRIGGAN, CO DUBLIN",park view,"€5,649.74"
18/04/2023,"51 PIER 19, BRIDGEFOOT STREET, DUBLIN 8",bridgefoot street,"€315,000.00"
19/04/2023,"10 ADDISON HALL, ADDISON PARK, OLD FINGLAS ROAD",finglas road,"€365,000.00"
19/04/2023,"254 CHARLEMONT, GRIFFITH AVE, DUBLIN 9",charlemont,"€615,000.00"
19/04/2023,"38 SANDFORD AVE, DONORE AVE, SOUTH CIRCULAR RD DUBLIN 8",south circular road,"€550,000.00"
19/04/2023,"6 HOLYROOD PARK, DUBLIN 4, DUBLIN",holyrood park,"€1,180,000.00"
19/04/2023,"93 FASSAUGH RD, CABRA, DUBLIN 7",fassaugh road,"€363,000.00"
20/04/2023,"10 THE PARK, SKERRIES ROCK, SKERRIES",the park,"€730,000.00"
20/04/2023,"2 PRIESTFIELD COTTAGES, SOUTH CIRCULAR RD, DOLPHINS BARN DUBLIN 8",dolphins barn,"€287,500.00"
20/04/2023,"368 CASTLEFORBES SQUARE, CASTLEFORBES ROAD, DUBLIN 1",castleforbes road,"€445,000.00"
20/04/2023,"51 PARK VIEW, SWORDS MANOR, SWORDS",park view,"€250,000.00"
20/04/2023,"54 WELLINGTON RD, BALLSBRIDGE, DUBLIN",wellington road,"€2,800,000.00"
20/04/2023,"70 ST AGNES PARK, CRUMLIN, DUBLIN 12",st agnes park,"€489,000.00"
21/04/2023,"1 HOUSE 5 LINDEN SQ, GROVE AVE, BLACKROCK",grove avenue,"€441,500.00"
21/04/2023,"103 SEAPARK, MOUNT PROSPECT AVE, DUBLIN 3",mount prospect avenue,"€280,000.00"
21/04/2023,"258 CASTLEFORBES SQ, CASTLEFORBES RD, DUBLIN 1",castleforbes road,"€405,000.00"
21/04/2023,"8 UPPER ARTANE COTTAGES, MALAHIDE RD, ARTANE DUBLIN 5",malahide road,"€360,000.00"
21/04/2023,"85 THE PARK, BEAUMONT WOODS, BEAUMONT DUBLIN 9",the park,"€570,000.00"
24/04/2023,"447 MOURNE RD, DRIMNAGH, DUBLIN 12",mourne road,"€372,000.00"
24/04/2023,"Number 1, Greenville Parade, Blackpitts",greenville parade,"€326,000.00"
25/04/2023,"124 MEADOWBANK EST, BUSHY PARK RD, TERENURE DUBLIN 6",meadowbank,"€430,000.00"
25/04/2023,"217 COOLEY ROAD, DRIMNAGH, DUBLIN 12",cooley road,"€447,000.00"
25/04/2023,"365 MOURNE RD, DRIMNAGH, DUBLIN 12",mourne road,"€288,000.00"
25/04/2023,"45 MCAULEY DR, HARMONSTOWN, DUBLIN 5",mcauley drive,"€422,560.00"
25/04/2023,"476 MOURNE RD, DRIMNAGH, DUBLIN 12",mourne road,"€381,000.00"
26/04/2023,"128 CALEDON ROAD, EAST WALL, DUBLIN 3",caledon road,"€290,000.00"
26/04/2023,"242 GLASNEVIN AVE, DUBLIN 11, DUBLIN",glasnevin avenue,"€490,000.00"
26/04/2023,"44 REUBEN AVE, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€450,000.00"
26/04/2023,"587 NORTH CIRCULAR RD, DUBLIN 1, DUBLIN",north circular road,"€442,500.00"
26/04/2023,"85 KILDARE RD, CRUMLIN, DUBLIN 12",kildare road,"€320,000.00"
26/04/2023,"APT 62 BLOCK 4B, PROSPECT HILL APTS, FINGLAS RD DUBLIN 11",finglas road,"€260,000.00"
27/04/2023,"144 TRITONVILLE RD, SANDYMOUNT, DUBLIN 4",tritonville road,"€1,500,000.00"
27/04/2023,"48 BRABAZON HALL, CORK ST, DUBLIN 8",cork street,"€373,000.00"
27/04/2023,"48 CLANCY AVE, FINGLAS, DUBLIN 11",clancy avenue,"€380,000.00"
27/04/2023,"73 GLENCLOY RD, WHITEHALL, DUBLIN 9",glencloy road,"€362,000.00"
27/04/2023,"89 ST AGNES ROAD, CRUMLIN, DUBLIN 12",st agnes road,"€475,000.00"
28/04/2023,"117 MALAHIDE RD, DUBLIN 5",malahide road,"€375,000.00"
28/04/2023,"2 GRANTHAM MEWS, SYNGE ST, DUBLIN 8",synge street,"€345,000.00"
28/04/2023,"20 MYRA MANOR, MALAHIDE RD, MALAHIDE",malahide road,"€1,335,000.00"
28/04/2023,"30 CAMMOCK, MOUNT BROWN, KILMAINHAM DUBLIN 8",mount brown,"€275,000.00"
28/04/2023,"31 GROVE PARK AVENUE, DUBLIN 11",grove park avenue,"€192,500.00"
28/04/2023,"34 CARNLOUGH RD, CABRA WEST, DUBLIN 7",carnlough road,"€310,000.00"
28/04/2023,"43 MEADOWBANK, BUSHY PARK ROAD, TERENURE",meadowbank,"€572,000.00"
28/04/2023,"6 CAVALRY ROW, ARBOUR HILL, DUBLIN 7",arbour hill,"€362,000.00"
28/04/2023,"8 PARK LANE, SANDYMOUNT, DUBLIN 4",park lane,"€1,022,000.00"
28/04/2023,"9 SHEEHY SKEFFINGTON MEADOWS, BROOKFIELD, TALLAGHT",brookfield,"€156,000.00"
28/04/2023,"APT 1 - 59A INCHICORE ROAD, DUBLIN 8",inchicore road,"€1,800,000.00"
28/04/2023,"NO. 7, CHURCH ST, FINGLAS DUBLIN 11",church street,"€250,000.00"
02/05/2023,"1 VALE VIEW AVENUE, THE PARK, CABINTEELY",the park,"€620,000.00"
02/05/2023,"101 SLIEVEMORE RD, DRIMNAGH, DUBLIN 12",slievemore road,"€354,000.00"
02/05/2023,"21 LIBERTY CORNER, JAMES JOYCE ST, DUBLIN 1",james joyce street,"€246,000.00"
02/05/2023,"3 CARLISLE AVENUE, DONNYBROOK, DUBLIN 4",lisle ,"€1,455,000.00"
02/05/2023,"30 ST MARYS DR, WALKINSTOWN, DUBLIN 12",st marys drive,"€395,000.00"
02/05/2023,"38 PARK VIEW, ROBSWALL, MALAHIDE",park view,"€400,000.00"
02/05/2023,"80 THE EGLINGTON, DONNYBROOK CASTLE, DUBLIN 4",egling,"€427,500.00"
03/05/2023,"1 QUARRY RD, CABRA, DUBLIN 7",quarry road,"€390,000.00"
03/05/2023,"104 PREMIER SQ, FINGLAS RD, DUBLIN 11",finglas road,"€260,000.00"
03/05/2023,"106 DOWLAND RD, WALKINSTOWN, DUBLIN 12",dowland,"€363,000.00"
03/05/2023,"13 GOLDSTONE COURT, CLOGHER RD, DUBLIN 12",clogher road,"€295,000.00"
03/05/2023,"18D THE PARK APTS, MILITARY RD, RATHMINES DUBLIN 6",the park,"€200,000.00"
03/05/2023,"217 CLOGHER ROAD, CRUMLIN, DUBLIN 12",clogher road,"€410,000.00"
03/05/2023,"25 WILLOW PARK AVE, GLASNEVIN, DUBLIN 11",willow park avenue,"€545,000.00"
03/05/2023,"3 Harrington Street, Dublin 8",harrington street,"€1,600,000.00"
03/05/2023,"318 MOURNE RD, DUBLIN 12, DUBLIN",mourne road,"€350,000.00"
03/05/2023,"69 TRITONVILLE RD, SANDYMOUNT, DUBLIN 4",tritonville road,"€650,000.00"
03/05/2023,"84 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",charlemont,"€475,000.00"
04/05/2023,"10 CAVALRY ROW, ARBOUR HILL, DUBLIN",arbour hill,"€355,000.00"
04/05/2023,"11 HARBOUR VIEW, HIGH ST, BALBRIGGAN",high street,"€170,000.00"
04/05/2023,"16 GLENAVY PARK, TERENURE, DUBLIN 6W",glenavy,"€1,100,000.00"
04/05/2023,"17 CLARE RD, DRUMCONDRA, DUBLIN 9",clare road,"€930,000.00"
04/05/2023,"257 TONLEGEE RD, RAHENY, DUBLIN 5",tonlegee road,"€400,000.00"
04/05/2023,"44 GRIFFITH AVE, DRUMCONDRA, DUBLIN 9",griffith avenue,"€755,000.00"
04/05/2023,"5 LUCKY LANE, AUGHRIM ST, DUBLIN 7",aughrim street,"€720,000.00"
04/05/2023,"7 WOODLANDS, PHILIPSBURGH AVE, FAIRVIEW DUBLIN 3",philipsburgh avenue,"€265,000.00"
04/05/2023,"8 REUBEN SQ, CORK ST, DUBLIN 8",cork street,"€341,000.00"
04/05/2023,"86 MOUNT TALLANT AVE, TERENURE, DUBLIN 6W",mount tallant avenue,"€467,500.00"
05/05/2023,"109 LANDEN RD, BALLYFERMOT, DUBLIN 10",landen road,"€240,000.00"
05/05/2023,"24 GLANDORE RD, GRIFFITH AVE, DUBLIN 9",griffith avenue,"€820,000.00"
05/05/2023,"28 CLANCY AVE, FINGLAS, DUBLIN 11",clancy avenue,"€315,000.00"
05/05/2023,"3 CLANCY AVE, FINGLAS, DUBLIN 11",clancy avenue,"€313,000.00"
05/05/2023,"33 PARKSIDE WALK, PARKSIDE, MALAHIDE ROAD",malahide road,"€560,000.00"
05/05/2023,"342 ORWELL PARK CLOSE, TEMPLEOGUE, DUBLIN 6W",orwell park,"€620,000.00"
05/05/2023,"378A NORTH CIRCULAR ROAD, NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€530,000.00"
05/05/2023,"5 IVY EXCHANGE, PARNELL ST, DUBLIN 1",parnell street,"€290,000.00"
05/05/2023,"6 THE STILES RD, CLONTARF, DUBLIN 3",the stiles road,"€870,000.00"
05/05/2023,"60 SPRINGDALE RD, RAHENY, DUBLIN 5",springdale road,"€450,000.00"
05/05/2023,"APT 25 HOUSE 3, LINDEN COURT GROVE AVENUE, BLACKROCK",grove avenue,"€438,800.00"
08/05/2023,"12 ENNIS HOUSE, CLARE VILLAGE, MALAHIDE RD DUBLIN 17",malahide road,"€288,000.00"
08/05/2023,"22 VALE VIEW CLOSE, THE PARK, CABINTEELY DUBLIN 18",the park,"€890,000.00"
08/05/2023,"30 Brookfield, Malahide",brookfield,"€859,031.00"
08/05/2023,"34 Brookfield, Malahide, Co. Dublin",brookfield,"€788,546.25"
08/05/2023,"4 PARK VIEW, RATHBORNE, ASHTOWN",park view,"€374,000.00"
09/05/2023,"18 STEEVENS GATE, JAMES ST, DUBLIN 8",james street,"€400,000.00"
09/05/2023,"229 COOLEY RD, DRIMNAGH, DUBLIN 12",cooley road,"€297,500.00"
09/05/2023,"39 BROOKWOOD RD, ARTANE, DUBLIN 5",brookwood road,"€465,000.00"
09/05/2023,"42 THE WILLOWS, GLASNEVIN, DUBLIN 11",the willows,"€440,000.00"
09/05/2023,"50 CHURCH ST, DUBLIN 7, DUBLIN",church street,"€295,000.00"
10/05/2023,"14 TENTERFIELDS, SOUTH BROWN ST, DUBLIN 8",south brown street,"€455,000.00"
10/05/2023,"43 ST AGNES PARK, CRUMLIN, DUBLIN 12",st agnes park,"€550,000.00"
10/05/2023,"5 ENNAFORT RD, RAHENY, DUBLIN 5",ennafort road,"€610,000.00"
10/05/2023,"70 GALTRIM GRANGE, BROOKFIELD, MALAHIDE",brookfield,"€355,000.00"
11/05/2023,"2 ST JAMES WOOD, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€1,080,000.00"
11/05/2023,"28 ST JAMES WOOD, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€1,085,000.00"
11/05/2023,"4 ST MARGARETS TERRACE, CORK ST, DUBLIN 8",cork street,"€470,000.00"
11/05/2023,"50 ST JAMES WOOD, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€1,085,000.00"
11/05/2023,"7 MELLOWES RD, FINGLAS WEST, DUBLIN 11",mellowes road,"€280,000.00"
11/05/2023,"77 LEINSTER RD, RATHMINES, DUBLIN 6",leinster road,"€2,600,000.00"
12/05/2023,"131 PREMIER SQ, FINGLAS RD, DUBLIN 11",finglas road,"€240,000.00"
12/05/2023,"511 CARNLOUGH RD, CABRA WEST, DUBLIN 7",carnlough road,"€375,000.00"
12/05/2023,"89 ORWELL PARK RISE, TEMPLEOGUE, DUBLIN 6W",orwell park,"€630,000.00"
15/05/2023,"11 REILLY AVENUE, DOLPHINS BARN, DUBLIN 8",dolphins barn,"€350,000.00"
15/05/2023,"182 MOURNE RD, DRIMNAGH, DUBLIN 12",mourne road,"€398,000.00"
15/05/2023,"2 THE MOORINGS, SEACOURT, SEAPARK",the mooring,"€1,000,000.00"
15/05/2023,"38 CLEARWATER COURT SOUTH, ROYAL CANAL PARK, DUBLIN 15",clearwater,"€380,000.00"
16/05/2023,"163 BEAUMONT RD, BEAUMONT, DUBLIN 9",beaumont road,"€405,000.00"
16/05/2023,"334 COLLINSWOOD, WHITEHALL, DUBLIN 9",collinswood,"€485,000.00"
16/05/2023,"41 SANDFORD AVE, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€675,000.00"
16/05/2023,"5 COIS EALA, GROVE RD, RATHMINES",grove road,"€405,000.00"
17/05/2023,"290 PREMIER SQ, FINGLAS RD, GLASNEVIN DUBLIN 11",finglas road,"€253,121.88"
17/05/2023,"66 BURNELL COURT, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",malahide road,"€295,000.00"
17/05/2023,"APARTMENT 11, SHELBOURNE PARK MEWS, 25 RINGSEND ROAD",ringsend road,"€340,000.00"
18/05/2023,"3 REILLYS TERRACE, CORK STREET, DUBLIN 8",cork street,"€287,500.00"
18/05/2023,"4 THE PARK, HUNTERS RUN, CLONEE DUBLIN 15",the park,"€450,000.00"
19/05/2023,"157 BUSHY PARK HOUSE, TEMPLEOGUE RD, DUBLIN 6W",bushy park,"€480,000.00"
19/05/2023,"26 CARLETON RD, MARINO, DUBLIN 3",carleton road,"€225,000.00"
19/05/2023,"301 NUTGROVE AVE, CHURCHTOWN, DUBLIN 14",grove avenue,"€490,000.00"
19/05/2023,"66 BUNTING RD, DUBLIN 12, DUBLIN",bunting road,"€117,500.00"
19/05/2023,"66 BUNTING RD, DUBLIN 12, DUBLIN",bunting road,"€117,500.00"
19/05/2023,"92 NEPHIN RD, NAVAN RD, DUBLIN 7",nephin road,"€635,000.00"
19/05/2023,"97 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",malahide road,"€270,000.00"
19/05/2023,"98 RATHDOWN PARK, TERENURE, DUBLIN 6W",rathdow,"€1,050,000.00"
19/05/2023,"APT 14 HOUSE 1, LINDEN SQUARE GROVE AVENUE, BLACKROCK",grove avenue,"€471,000.00"
19/05/2023,"APT 19, 61 CORK ST, DUBLIN 8",cork street,"€320,849.00"
19/05/2023,"APT 35, MOUNTGORRY WOODS, MALAHIDE RD",malahide road,"€325,000.00"
19/05/2023,"MOUNTGORRY, MALAHIDE RD, SWORDS",malahide road,"€635,000.00"
22/05/2023,"1 ALBERT COLLEGE DRIVE, GLASNEVIN, DUBLIN 11",albert college,"€395,000.00"
22/05/2023,"18 MEADOWBANK GROVE, MILLERS GLEN, SWORDS",meadowbank,"€450,000.00"
22/05/2023,"THE WILLOWS, REDGAP, RATHCOOLE",the willows,"€850,000.00"
23/05/2023,"189 ASHCROFT, RAHENY, DUBLIN 5",ashcroft,"€395,000.00"
23/05/2023,"237 THE CAMDEN, CHARLOTTE QUAY DOCK, RINGSEND RD DUBLIN 4",ringsend road,"€375,000.00"
24/05/2023,"23 GLENDHU RD, NAVAN RD, DUBLIN 7",glendhu road,"€500,000.00"
24/05/2023,"26 ST PATRICKS PARK, BLANCHARDSTOWN, DUBLIN 15",st patricks park,"€440,529.00"
24/05/2023,"27 Saint Patricks Park, Blanchardstown",st patricks park,"€396,476.00"
24/05/2023,"28 Saint Patricks Park, Blanchardstown",st patricks park,"€396,476.00"
24/05/2023,"29 Saint Patricks Park, Blanchardstown",st patricks park,"€396,476.00"
24/05/2023,"41B GLEN DR, THE PARK, CABINTEELY",the park,"€450,000.00"
24/05/2023,"6 THE MOORINGS, ST MARYS RD, BALLSBRIDGE DUBLIN 4",the mooring,"€280,000.00"
24/05/2023,"87 MARLBOROUGH MEWS, OFF MARLBOROUGH RD, DUBLIN",marlborough road,"€130,000.00"
25/05/2023,"10 MOUNTGORRY WOODS, MALAHIDE RD, SWORDS",malahide road,"€321,000.00"
25/05/2023,"25 PREMIER SQ, FINGLAS RD, FINGLAS DUBLIN 11",finglas road,"€260,000.00"
25/05/2023,"3 ROTHE ABBEY, SOUTH CIRCULAR RD, DUBLIN 8",rothe abbey,"€415,000.00"
25/05/2023,"49B SEVEN OAKS, SARSFIELD ROAD, BALLYFERMOT",seven oaks,"€141,089.37"
25/05/2023,"9 TEMPLE GARDENS, NORTHWOOD, SANTRY",temple gardens,"€450,000.00"
25/05/2023,"Saoirse House, 82/83 Cork Street",cork street,"€2,002,643.20"
26/05/2023,"104 TRITONVILLE RD, SANDYMOUNT, DUBLIN 4",tritonville road,"€1,330,000.00"
26/05/2023,"17 GROSVENOR PARK, LEINSTER RD, RATHMINES DUBLIN 6",leinster road,"€710,000.00"
26/05/2023,"33 SHERRARD AVE, NORTH CIRCULAR RD, DUBLIN 1",north circular road,"€275,000.00"
26/05/2023,"358A ORWELL PARK CLOSE, TEMPLEOGUE, DUBLIN 6W",orwell park,"€620,000.00"
26/05/2023,"APT 1, CULLENSWOOD, NORTHBROOK AVE",northbrook avenue,"€435,000.00"
29/05/2023,"356 BALLYFERMOT RD, DUBLIN 10, DUBLIN",ballyfermot road,"€365,000.00"
29/05/2023,"9 EMERALD ST, OFF SEVILLE PLACE, NORTH WALL",north wall,"€343,500.00"
30/05/2023,"13 CHERRYMOUNT PARK, NORTH CIRCULAR RD, DUBLIN 7",north circular road,"€830,000.00"
30/05/2023,"2 PARK VIEW, NEW PARK RD, BLACKROCK",park view,"€885,000.00"
30/05/2023,"48 PARK VIEW, RATHBORNE, ASHTOWN DUBLIN 15",park view,"€155,000.00"
30/05/2023,"507 CARNLOUGH RD, CABRA WEST, DUBLIN 7",carnlough road,"€182,500.00"
30/05/2023,"61 DONAGHMEDE ROAD, DONAGHMEDE, DUBLIN 13",donaghmede road,"€420,000.00"
30/05/2023,"73 GROVE COURT, GROVE RD, BLANCHARDSTOWN",grove road,"€210,000.00"
31/05/2023,"12 THE WILLOWS, DUNSTAFFHAGE HALL, STILLORGAN",the willows,"€1,132,500.00"
31/05/2023,"13 BEAUMONT RD, WHITEHALL, DUBLIN 9",beaumont road,"€330,000.00"
31/05/2023,"13 O'CURRY AVENUE, SOUTH CIRCULAR ROAD, DUBLIN 8",south circular road,"€397,500.00"
31/05/2023,"18 MELLOWES RD, FINGLAS WEST DUBLIN 11, DUBLIN",mellowes road,"€275,000.00"
31/05/2023,"22 CHARLEVILLE CLOSE, CHARLEVILLE RD, LEINSTER RD DUBLIN 6",leinster road,"€850,000.00"
31/05/2023,"25 CYPRESS GROVE RD, TEMPLEOGUE, DUBLIN 6W",grove road,"€750,000.00"
31/05/2023,"36 RATHVILLY DR, FINGLAS SOUTH, DUBLIN 11",rathvilly drive,"€283,000.00"
31/05/2023,"88 OLD FINGLAS RD, GLASNEVIN, DUBLIN",finglas road,"€850,000.00"
31/05/2023,"APT 1 CROMPTON HALL, 110 THOMAS ST, DUBLIN 8",thomas street,"€241,666.67"
31/05/2023,"APT 2 CROMPTON HALL, 110 THOMAS ST, DUBLIN8",thomas street,"€241,666.67"
31/05/2023,"APT 3 CROMPTON HALL, 110 THOMAS ST, DUBLIN 8",thomas street,"€241,666.67"
31/05/2023,"APT 4 CROMPTON HALL, 110 THOMAS ST, DUBLIN 8",thomas street,"€241,666.67"
31/05/2023,"APT 46, THE OAK, PARK VIEW DUBLIN 18",park view,"€358,000.00"
31/05/2023,"APT 5, 110 THOMAS ST, DUBLIN 8",thomas street,"€241,666.67"
31/05/2023,"APT 6 CROMPTON HALL, 110 THOMAS ST, DUBLIN 8",thomas street,"€241,666.67"
31/05/2023,"APT 76 ANNA LIVIA, VIKING HARBOUR, USHERS ISLAND DUBLIN 2",ushers island,"€290,000.00"
01/06/2023,"117 RAFTERS ROAD, DRIMNAGH, DUBLIN 12",rafters road,"€305,000.00"
01/06/2023,"23 BROOKFIELD, BACK ROAD, MALAHIDE",brookfield,"€766,519.00"
01/06/2023,"7 KILROSS, SEVEN OAKS, RATHMINES",seven oaks,"€297,000.00"
01/06/2023,"APT 14 WESTPARK HOUSE, CHAPELIZOD, DUBLIN 20",westpark,"€270,000.00"
01/06/2023,"APT 43, CHRISTCHURCH PLACE, DUBLIN 2",christchurch place,"€245,000.00"
02/06/2023,"30 COROFIN HOUSE, CLARE VILLAGE, MALAHIDE RD DUBLIN 17",malahide road,"€275,000.00"
02/06/2023,"36 TONLEGEE RD, ST BRENDANS EST, COOLOCK DUBLIN 5",tonlegee road,"€380,000.00"
02/06/2023,"37 CHARLEMONT, GRIFFITH AVE, DUBLIN 9",charlemont,"€790,000.00"
02/06/2023,"8 BERESFORD LAWN, GRIFFITH AVE, DUBLIN 9",griffith avenue,"€875,000.00"
02/06/2023,"9 ORWELL PARK DALE, TEMPLEOGUE, DUBLIN 6W",orwell park,"€785,000.00"
02/06/2023,"APT 10, RAGLAN HALL, CLYDE RD DUBLIN 4",clyde road,"€625,000.00"
02/06/2023,"APT 5, 13A GRATTAN CRESCENT, INCHICORE DUBLIN 8",grattan crescent,"€230,000.00"
02/06/2023,"EGLINGTON HOUSE, EGLINTON PARK, DUN LAOGHAIRE",egling,"€2,660,000.00"
06/06/2023,"3 KILDARE RD, CRUMLIN, DUBLIN 12",kildare road,"€392,501.00"
06/06/2023,"6 ORWELL PARK, RATHGAR, DUBLIN 6",orwell park,"€2,400,000.00"
07/06/2023,"156A SPRINGDALE RD, RAHENY, DUBLIN 5",springdale road,"€330,000.00"
07/06/2023,"269 LANDEN RD, BALLYFERMOT, DUBLIN 10",landen road,"€280,000.00"
07/06/2023,"308 NORTH CIRCULAR RD, PHIBSBORO, DUBLIN 7",north circular road,"€743,000.00"
07/06/2023,"6 COOLATREE RD, BEAUMONT, DUBLIN 9",coolatr,"€530,000.00"
07/06/2023,"60A ST MARGARETS AVENUE, KILBARRACK, DUBLIN 5",st margarets avenue,"€125,000.00"
07/06/2023,"APT 24 THE TANNERY, 50 CORK ST, DUBLIN 8",cork street,"€411,000.00"
08/06/2023,"124 KINGS COURT, PARNELL ST, DUBLIN 1",parnell street,"€285,000.00"
08/06/2023,"13 THE TANNERY, 50 CORK ST, DUBLIN 8",cork street,"€385,000.00"
08/06/2023,"20 IONA ROAD, GLASNEVIN, DUBLIN 9",iona road,"€1,030,000.00"
08/06/2023,"21 SYNGE ST, PORTOBELLO DUBLIN 8, DUBLIN",synge street,"€1,500,000.00"
08/06/2023,"39 GLENBROOK RD, NAVAN RD, DUBLIN 7",glenbrook road,"€470,000.00"
08/06/2023,"APT 136, PREMIER SQ, FINGLAS RD DUBLIN 11",finglas road,"€290,000.00"
08/06/2023,"APT 9, 2 WATERLOO RD, DUBLIN 4",waterloo road,"€265,000.00"
09/06/2023,"11 CAMAC COURT, INCHICORE RD, KILMAINHAM DUBLIN 8",inchicore road,"€365,000.00"
09/06/2023,"181 MOUNT PROSPECT AVENUE, CLONTARF, DUBLIN 3",mount prospect avenue,"€1,900,000.00"
09/06/2023,"2 ASHFORD ST, NORTH CIRCULAR RD, DUBLIN 7",north circular road,"€347,000.00"
09/06/2023,"22 THE PARK, BALBRIGGAN ST, SKERRIES",the park,"€330,000.00"
09/06/2023,"48 CLEARSTREAM COURT, MCKEE AVENUE, FINGLAS",mckee avenue,"€286,000.00"
09/06/2023,"APT 1    40 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",south circular road,"€1,200,000.00"
12/06/2023,"31 MEADOWBANK, RATHGAR, DUBLIN 6",meadowbank,"€582,500.00"
12/06/2023,"52 THE WILLOW, PARK VIEW, ENNISKERRY RD DUBLIN 18",park view,"€365,000.00"
13/06/2023,"418 NORTH CIRCULAR RD, DUBLIN 7, DUBLIN",north circular road,"€525,000.00"
13/06/2023,"76 ROCKFORD MANOR, STRADBROOK ROAD, BLACKROCK",manor street,"€585,000.00"
14/06/2023,"14 BALLYHOY AVE, RAHENY, DUBLIN 5",ballyhoy avenue,"€550,000.00"
14/06/2023,"188 BACHELORS WALK, DUBLIN 1, DUBLIN",bachelors walk,"€310,000.00"
14/06/2023,"37 IVY EXCHANGE, PARNELL ST, DUBLIN 1",parnell street,"€265,000.00"
14/06/2023,"57 HEATH SQ, MCKEE AVE, FINGLAS DUBLIN 11",mckee avenue,"€270,000.00"
